term;lda_vector
historic;0.12001,1.62,-0.77,0.25,0.25,-0.14,-1.04,0.15,0.21,-0.36,-1.24,-0.86,-7.1162e-04,-0.67,-0.44,0.14,0.46,-0.35,-0.15,0.30,0.48,-0.41,-1.67,-0.47,0.01,-0.98,-0.92,0.30,0.31,-3.5274e-03,2.36,-0.56,-0.16,-0.68,0.38,-0.36,0.30,0.13,-0.53,0.03,-0.86,-0.97,-0.05,-0.29,-0.74,1.21,-0.53,-0.34,0.05,-0.61
era;-0.73514,0.72,-0.43,0.30,-0.04,-0.23,-0.44,-1.00,-1.95,0.55,-0.59,0.11,-0.28,0.39,0.62,-0.17,-0.67,-0.24,-0.55,0.98,-0.27,-0.37,-0.83,-1.25,0.01,-0.93,-0.67,-0.75,1.44,0.76,2.56,-0.67,-0.13,0.20,-0.26,0.21,-0.27,0.01,-0.61,0.19,-0.71,-0.44,0.61,0.50,-0.02,0.25,-0.27,-0.24,-0.42,-0.21
egypt;0.75689,0.81,-0.25,-0.03,-0.01,-0.68,0.10,0.41,0.33,0.25,0.23,-0.32,-0.44,-0.24,0.29,0.85,0.61,-0.90,0.09,1.86,0.37,0.35,0.62,5.8125e-03,0.09,-1.63,0.30,-0.30,-0.16,0.51,2.35,0.21,-0.84,0.79,0.09,-0.06,-0.14,0.44,-1.20,1.07,-0.15,0.11,0.58,-0.68,0.32,0.48,-0.92,0.52,-0.24,-1.83
winter;-0.28054,1.24,-0.88,-0.09,-0.94,-0.48,-1.07,0.15,0.19,-0.89,0.11,-0.55,0.48,-0.12,1.58,0.66,0.32,0.22,-1.59,-0.49,-0.02,-0.65,0.59,-0.12,0.03,-0.57,-0.47,0.63,0.96,0.99,2.40,0.92,-0.40,-0.09,0.02,0.47,-0.09,0.86,-0.15,-0.25,-1.24,0.14,0.19,-0.47,0.48,0.10,0.35,-0.62,-0.56,0.20
boy;-0.32345,0.23,-0.20,-0.52,1.09,0.62,-0.99,0.28,0.08,0.36,0.32,0.34,0.06,0.24,0.92,-0.32,-0.99,0.80,-0.22,0.40,-0.85,1.38,0.05,0.76,0.36,-2.06,-0.46,0.12,0.35,-0.77,2.20,-0.42,-0.24,0.38,0.60,0.62,0.31,-0.88,0.38,-1.14,-0.41,0.26,-0.65,-0.11,1.05,-0.61,0.32,-1.31,0.31,0.02
railway;0.63914,0.59,0.03,-0.11,-1.62,0.11,-1.10,0.30,-0.21,-1.56,0.22,0.18,-0.46,-1.31,-1.49,0.44,0.19,1.17,-0.63,0.39,1.62,-1.23,-1.07,1.14,0.44,-1.17,0.47,0.47,0.09,-0.12,2.34,-0.47,0.75,0.34,0.69,-0.21,0.62,0.33,-0.14,1.53,0.44,-0.74,-3.6657e-03,-0.38,-0.85,-0.04,-0.44,-0.23,1.13,-1.11
mountain;0.44469,1.74,0.24,0.30,-0.60,-0.64,-1.20,-0.16,0.44,-1.23,-0.42,-0.92,0.68,-0.29,-0.70,0.65,1.01,0.66,-1.34,-0.31,-0.94,-0.02,-9.6754e-03,0.71,0.36,-0.70,-1.22,0.77,0.03,-0.04,2.37,-0.80,-0.76,0.41,0.78,-0.17,-0.98,-0.62,0.28,0.02,-0.56,-0.04,0.17,-0.05,0.32,-0.43,1.04,-1.10,5.8918e-03,-0.86
reserve;-0.3465,-0.12,2.3693e-03,-0.56,0.63,-1.30,-0.77,0.02,0.33,-1.07,0.48,0.75,0.70,-0.37,-0.31,0.42,0.71,-0.41,-1.07,-0.15,-0.16,-1.28,1.4363e-03,-1.01,-0.95,-0.96,0.88,0.48,-0.36,0.51,2.78,-0.28,0.30,-0.53,0.61,0.24,-0.06,-0.39,0.62,-0.90,-0.75,-0.03,0.12,-0.59,-0.18,-0.19,0.35,0.76,0.09,0.61
weather;-0.046177,0.19,-8.8775e-03,0.33,-1.52,-1.38,-0.90,0.60,0.70,-0.75,0.47,-0.17,0.67,0.48,0.33,0.86,-0.60,-0.38,-1.29,-1.03,-0.36,0.40,0.63,-0.16,1.04,-0.40,-0.78,0.85,1.54,1.53,3.02,0.32,0.37,-0.82,-0.05,0.13,-0.09,0.08,6.5931e-03,0.03,-0.62,0.47,0.72,-0.10,0.35,0.34,0.51,0.20,0.31,0.93
thailand;0.17765,-0.79,-0.04,1.41,0.03,-0.84,0.55,-0.08,0.52,2.3122e-03,0.53,-0.56,0.43,-0.30,0.88,0.89,-0.43,0.10,0.20,0.98,0.30,5.4663e-03,-0.04,0.04,0.21,-1.13,0.72,-0.46,-0.80,0.44,2.79,0.73,0.16,0.81,0.13,0.29,-0.30,-0.03,-0.86,-0.65,-1.07,0.48,0.80,-0.86,0.60,0.37,-0.56,-0.10,0.61,-1.10
channel;0.6204,0.83,0.86,1.24,-0.67,0.27,-1.00,-0.40,0.53,0.01,0.45,0.23,0.20,1.03,-0.46,0.36,-0.38,0.54,-0.98,0.85,1.17,0.75,1.20,1.28,0.21,-0.59,-2.4459e-03,0.41,0.36,-0.05,2.93,0.25,0.27,-0.37,-0.75,-0.17,0.27,-0.77,-0.92,-0.06,1.12,0.31,-0.58,-0.45,-1.66,-0.22,-0.62,9.6484e-03,0.32,0.57
census;0.0067726,-0.64,0.37,-0.41,0.62,0.38,-0.49,-0.82,0.59,-1.47,-0.17,-1.87,1.14,-1.45,1.04,-0.80,-0.39,-0.12,0.15,0.73,-0.13,-0.87,0.78,0.61,0.41,-0.19,-1.36,-0.55,-0.85,-0.13,2.05,-0.80,0.33,-1.23,0.21,-0.53,0.79,0.08,0.09,0.62,-1.03,-0.64,0.94,-0.56,-1.76,0.70,-0.75,0.52,0.90,0.22
houses; 1.1031,-0.10,0.30,-0.70,0.25,-0.28,-1.00,-0.35,-0.83,-0.64,-1.12,-1.07,0.55,-0.21,0.11,0.41,0.29,0.35,0.14,-0.43,0.78,0.20,-0.82,-0.01,-0.71,-0.09,-0.60,0.14,0.27,-0.27,3.10,-0.75,0.58,-0.21,0.28,1.28,0.46,0.02,0.35,0.37,-0.50,-0.22,0.61,0.51,0.23,0.61,-1.27,-1.27,-0.08,-0.91
freedom;-0.75489,0.27,-0.11,-0.37,0.57,-0.14,0.43,-0.45,0.72,0.31,0.24,-0.11,-0.20,-0.29,-0.27,-0.23,0.51,-0.47,0.31,7.0554e-03,-0.22,0.89,-0.32,-0.22,0.43,-1.66,-0.64,-1.00,0.37,0.33,2.66,0.58,-1.34,-0.40,-1.49,-0.64,0.07,-0.80,-0.76,0.36,0.32,-0.25,0.13,0.39,-0.68,-0.04,-0.95,-0.47,-0.33,-0.44
medal;-1.5212,1.83,-0.45,0.77,0.68,0.11,0.31,0.59,0.45,-1.10,0.63,-0.21,-0.58,-0.50,0.79,-0.79,0.77,0.14,-2.07,-0.82,0.03,-0.20,0.21,-1.21,0.53,-1.47,-0.84,-0.80,-0.94,-0.41,1.33,0.85,-0.85,-0.43,-0.18,0.15,0.55,1.41,-0.67,-0.77,0.24,-0.73,0.45,-0.56,-0.22,-0.54,-0.03,-0.49,-0.14,-0.92
saudi;0.72713,0.54,0.03,0.12,1.14,-0.68,-0.10,0.40,0.65,0.55,0.30,-0.14,-0.02,0.51,0.03,0.59,-0.23,-0.35,-0.20,1.66,0.55,0.17,0.64,0.08,-0.94,-2.48,0.28,-0.16,-0.11,0.66,1.98,0.56,-0.14,0.88,0.61,-0.22,-0.56,0.27,-1.25,0.71,0.14,0.47,0.70,-0.23,0.86,0.35,-1.56,1.31,-0.49,-0.96
co;0.35564,0.69,0.02,1.05,0.19,0.64,-0.50,-0.45,0.12,-0.03,-0.16,0.64,-0.98,0.44,0.24,-0.07,0.34,0.46,0.18,-0.09,0.80,0.55,0.19,0.26,-0.72,-1.15,0.24,-0.75,-0.82,-0.02,2.05,-0.01,-0.18,-0.25,0.06,-0.56,-0.44,0.24,0.28,-0.36,0.02,0.33,0.05,-0.38,0.52,0.01,-0.72,-0.44,-0.32,1.02
cancer; 1.6063,0.95,0.27,-0.24,-0.51,2.00,-0.23,-0.22,1.59,0.73,0.64,-0.65,0.08,-0.16,0.56,0.39,-0.78,-0.56,-0.40,0.96,-0.87,0.21,1.23,-0.38,-0.28,-1.58,-0.44,-0.56,-0.35,0.24,1.96,0.44,-0.06,-1.45,-0.31,-0.54,0.49,1.38,1.47,-0.56,-0.55,-0.20,-0.05,0.66,1.53,0.21,-0.10,-0.55,-0.56,1.04
turkish;-0.010812,-0.49,-0.33,-0.01,0.42,0.03,-0.05,0.38,-0.88,-0.62,0.91,-0.63,0.48,0.70,0.17,0.09,0.24,0.62,-0.47,1.02,0.48,0.36,-0.25,0.43,0.35,-1.92,0.11,-0.22,-0.46,0.62,2.41,0.30,-0.86,1.29,-0.08,0.71,-0.04,-0.33,-1.12,0.91,0.34,0.59,0.54,-0.62,0.29,-0.19,-0.88,1.93,0.11,-1.64
revenue;0.22263,-0.49,1.29,0.42,0.14,0.09,-0.49,-1.20,0.87,0.26,-0.19,0.02,0.08,-1.17,0.59,0.07,-0.31,-0.19,-0.15,-0.36,1.22,-1.25,-0.02,-0.63,-0.63,-0.59,-0.34,-0.27,0.37,0.56,3.26,0.99,1.09,0.45,-0.18,-0.64,-0.60,0.19,0.38,-0.58,-0.20,0.16,0.10,0.27,-1.88,-0.42,-0.40,0.82,0.62,0.55
securities;-0.073799,8.8205e-03,0.04,1.11,0.62,-0.62,-0.02,-0.71,-0.56,-0.16,-0.10,1.70,-0.81,-0.53,0.06,0.91,0.27,-0.44,-0.07,0.01,2.01,-0.69,-0.01,-0.59,-1.52,-1.25,0.68,-0.07,-1.26,-0.86,2.30,-0.84,1.78,0.04,0.33,-1.41,-0.74,-1.08,1.14,-0.63,-0.72,-0.59,1.03,0.83,0.41,-1.60,0.02,0.99,1.04,0.81
crimes;0.42329,-0.46,-0.19,-0.21,0.90,0.41,1.87,-0.12,-0.15,-0.08,-0.46,-0.56,-1.46,-0.72,2.03,-0.90,0.18,-0.58,0.82,0.19,0.05,0.25,0.34,0.41,-1.68,-1.91,-0.42,-0.65,0.56,-0.08,1.98,-0.42,-0.57,-2.00,0.04,0.46,0.06,-0.89,-0.81,0.20,-0.99,0.47,1.76,-0.25,0.07,-0.59,-0.28,0.29,-0.07,-0.31
sun;-0.37233,1.66,0.65,1.28,-0.07,-1.61,-0.28,-0.67,-0.49,0.10,0.18,0.40,0.52,0.28,-0.25,0.75,-1.21,0.05,-1.06,0.03,-0.22,0.30,1.26,-0.85,0.49,-0.92,-0.14,0.53,0.20,-0.05,2.61,-0.11,-0.30,-1.8384e-03,-0.77,-0.58,-0.41,-0.04,0.41,-0.23,0.21,-0.17,-0.31,0.36,0.79,-0.17,0.19,-1.61,0.34,-0.17
champions;-0.77837,1.13,-0.46,1.15,-0.61,-0.39,-0.24,1.01,-0.95,0.03,0.52,-1.7325e-03,-1.85,-0.25,0.74,-0.08,1.04,-0.54,-1.46,0.09,-0.95,-0.55,0.54,0.49,-0.54,-0.85,0.02,-0.35,-0.96,-0.53,2.16,1.87,0.11,0.32,0.07,0.37,0.34,1.19,-0.87,-1.72,0.32,-0.85,0.13,-0.40,0.12,0.77,-0.30,-0.05,0.27,-1.11
virginia;-0.87775,0.11,-0.11,0.20,-0.17,-0.11,-1.23,0.61,0.56,-1.14,-1.12,-0.58,0.54,-1.16,-0.83,-0.21,-0.44,0.01,-0.65,0.42,0.14,0.02,-0.06,0.23,-0.37,-2.08,-0.17,-0.75,0.12,-0.84,1.54,-0.74,-0.24,-1.14,0.95,-0.60,-0.41,0.08,0.46,-0.12,-0.65,-0.07,0.18,0.12,-0.45,0.89,-0.16,-0.96,-0.52,0.81
academy;-0.73244,0.98,-1.14,-0.88,0.45,-0.63,-0.50,-0.03,-0.04,-0.33,0.55,-0.02,0.32,0.16,-0.63,-0.39,4.8336e-03,0.85,-1.06,0.61,1.07,0.60,-0.37,0.10,-0.49,-1.60,-0.93,-0.88,-2.18,-0.74,1.92,0.20,-0.32,-1.51,0.47,0.27,0.32,0.60,0.30,-0.45,0.16,-0.16,-0.23,-0.86,-0.50,0.34,0.43,-0.07,-0.50,0.08
survey;0.13476,0.13,0.92,-0.05,0.13,-0.09,-1.81,-0.75,0.90,-1.14,0.11,-1.20,0.67,-0.04,0.07,-0.34,-0.42,-0.71,-0.84,-0.05,0.51,0.08,0.61,-0.33,0.44,-0.31,-1.47,-0.50,-0.96,0.86,2.53,-0.32,0.37,-1.32,-0.38,-0.87,-0.30,-0.02,0.54,-0.28,-0.35,-0.80,0.60,7.6901e-03,-0.03,-0.49,0.03,1.33,0.81,0.51
assistant;-1.1453,0.35,-0.77,0.02,0.59,-0.80,-1.21,0.07,-0.29,-1.76,0.46,1.21,-0.78,-0.08,0.28,-0.09,-0.30,0.74,-0.07,0.34,0.02,0.56,-0.08,-0.15,-0.60,-1.81,0.73,-0.41,-1.08,0.06,1.81,-0.36,-0.07,-1.35,0.37,0.72,0.08,0.80,1.17,0.08,-0.37,0.91,-0.36,-0.37,0.12,-0.16,-0.18,0.22,-0.35,1.47
arts;-1.0884,1.49,-1.50,-0.10,-0.29,-0.71,-0.26,-1.17,-0.39,0.49,0.06,-0.18,0.44,-0.04,-0.59,-0.66,0.33,1.15,-0.43,0.27,1.63,0.79,-0.70,0.05,-0.59,-0.76,-0.94,-1.00,-1.29,-0.59,2.72,0.23,-0.16,-1.53,-0.39,0.70,-0.29,0.68,0.46,-9.3273e-03,0.30,-0.21,-0.03,-0.06,-0.41,0.09,0.04,-0.67,-0.41,0.35
environmental;-0.34574,0.40,-0.23,0.36,-1.14,0.41,-0.14,-1.08,1.48,-0.12,-4.5907e-03,0.21,0.32,0.10,-0.20,-0.21,1.23,-0.01,0.29,-0.81,0.23,4.7699e-03,-0.30,-1.29,0.19,-1.36,-0.21,-0.31,-0.36,0.63,2.70,-0.30,-0.50,-2.28,-0.93,-0.04,-0.25,-0.18,0.90,0.33,-0.96,-0.25,1.12,0.20,0.38,0.18,-0.60,1.10,0.58,0.46
organizations;0.13902,-0.10,-0.02,-0.17,-0.10,0.11,-0.46,-0.64,0.58,-0.26,0.18,-0.25,0.23,0.53,-0.51,-1.08,0.47,-0.04,1.06,-0.05,0.37,0.04,0.40,0.45,-1.09,-0.94,-0.06,-1.31,-0.89,-0.32,3.48,0.69,-0.38,-1.34,-1.32,-0.02,-0.41,-0.55,-0.34,0.48,-0.28,-0.95,0.61,0.69,0.30,-0.37,-1.63,0.90,-0.44,0.13
cultural;-0.24441,1.60,-1.43,0.74,0.41,-0.27,0.09,-1.23,-0.24,0.40,0.30,-0.33,0.35,0.02,-0.23,-0.21,0.41,-0.20,0.48,0.58,0.44,0.23,-1.01,-0.04,0.26,-0.74,-1.41,-0.71,-3.4445e-03,0.22,3.06,0.40,0.10,-1.78,-1.14,0.45,-1.13,-0.01,-0.55,1.08,-0.32,-0.20,0.50,0.10,-0.23,0.11,-0.36,0.36,0.09,-0.62
watch;0.062712,-3.9197e-03,0.23,0.21,0.50,-1.13,-0.47,-0.02,0.55,-0.41,-0.13,0.10,-0.14,0.63,1.05,0.35,0.02,-0.05,-0.59,-0.86,0.29,0.60,0.23,0.47,0.39,-1.46,-0.73,0.16,0.30,-0.83,2.38,0.81,-0.10,-0.61,-0.61,0.21,0.26,-0.47,-0.43,-0.34,-0.05,0.49,0.15,0.22,0.41,0.02,-2.3e-03,-0.58,-0.32,0.39
lawyers;0.27071,-0.61,5.5863e-03,0.21,0.47,-0.07,-0.10,0.91,-0.32,0.10,-0.76,-0.09,-0.42,-0.12,0.78,-0.27,-0.14,-0.80,0.64,-1.21,0.69,1.23,0.16,-8.5435e-03,-0.96,-2.11,-0.15,-0.89,-1.21,-0.52,1.88,-0.56,-0.44,-1.18,0.29,-0.65,0.09,-0.17,0.25,-0.19,-0.09,0.67,0.63,1.62,0.31,-0.62,-1.03,0.39,-0.70,0.08
collection;0.38375,0.91,-0.73,-0.31,0.44,-7.1749e-04,-1.13,-1.25,0.39,0.25,-0.26,0.34,0.02,-0.39,0.93,-0.61,0.02,-0.25,0.19,-0.43,0.92,-0.30,-0.32,-0.53,-0.47,-0.26,-1.87,-0.08,-0.07,-0.70,2.43,-0.80,0.56,-0.50,-0.06,1.13,0.16,0.92,-0.37,-0.15,0.85,-0.09,0.41,-0.26,-0.27,0.29,-0.19,-0.47,-0.60,-0.35
soccer;-1.0661,0.72,-1.06,0.96,-0.38,-0.97,-1.00,0.16,-0.48,0.05,0.89,-0.20,-0.73,0.30,1.48,-0.49,0.50,0.96,-1.30,-0.10,-1.00,0.20,-0.38,1.18,-0.87,-1.42,0.05,0.01,-0.72,-0.12,2.12,1.45,-0.31,-0.27,-0.28,0.79,-0.19,0.15,-0.28,-1.13,-0.02,-0.09,0.28,0.24,0.57,0.78,-0.21,0.65,0.13,-0.87
nature;0.69917,0.64,-1.43,0.24,0.51,0.07,0.14,-0.53,0.42,0.52,-0.16,0.39,0.29,-0.04,-0.22,0.02,0.81,0.08,-0.08,-0.01,-0.50,0.56,0.04,-0.11,0.72,-0.97,-0.92,0.31,0.65,0.43,2.94,-0.86,-0.09,-1.52,-0.39,0.22,-0.55,-0.24,-0.60,-0.14,-0.24,-0.57,0.19,0.94,0.07,-0.08,0.08,0.24,0.52,0.11
happy;0.092086,0.25,-0.58,-0.37,1.08,-0.55,-0.78,0.58,-0.58,0.46,-0.11,0.26,-0.26,-0.07,1.24,0.30,0.56,0.30,-0.05,-0.64,-0.54,0.86,0.20,0.56,1.12,-1.05,-0.78,0.29,0.72,-0.61,2.42,1.01,-0.17,0.41,-0.12,-0.47,0.38,0.16,-0.32,-0.77,-0.42,-0.30,-0.42,0.05,0.38,0.03,-0.43,-0.39,0.10,0.87
giant; 1.2466,-0.21,0.43,1.92,0.49,0.21,-0.96,-0.65,0.59,-0.01,0.49,0.25,-0.44,0.69,0.02,0.38,0.22,0.77,-1.24,-1.11,0.44,-0.43,-0.87,-0.86,-0.40,-1.13,-0.75,0.40,-0.63,-0.29,2.34,0.03,0.33,1.09,-0.97,-0.45,-1.05,-0.08,0.58,-0.78,0.10,-0.33,0.10,0.16,1.10,0.37,-0.52,-0.45,-0.01,-0.94
sri;0.31326,-0.99,-0.25,0.58,0.58,-0.78,0.21,-0.08,0.79,-0.31,-0.09,0.05,-0.20,-1.05,0.06,-0.02,0.74,0.39,-0.45,1.11,-0.31,1.35,0.08,-0.05,1.09,-0.38,0.96,-1.15,-1.33,0.75,2.69,0.05,-0.38,1.01,0.86,1.08,0.32,-0.81,-0.90,-0.34,-0.70,0.23,-0.34,-0.68,0.23,0.92,-0.58,0.27,0.83,-1.65
doctors; 1.2739,-0.52,0.04,-1.27,-0.52,0.53,-0.53,0.89,0.67,8.586e-03,0.72,-0.22,0.43,0.27,0.30,0.34,-0.84,-0.33,0.42,-0.24,-0.38,1.13,0.51,0.33,-0.09,-1.79,-0.56,-0.71,-0.87,-0.34,2.78,0.82,-0.21,-0.59,0.20,0.13,0.90,0.52,1.38,0.14,-0.28,0.24,0.63,1.38,1.12,-0.28,-0.42,0.68,-0.46,0.35
rural;-0.32174,0.03,0.14,-0.57,-0.59,-0.07,-0.52,-0.45,0.50,-0.53,-0.55,-1.45,1.41,-1.39,-0.98,0.14,0.70,0.58,1.58,1.06,-0.17,-0.36,-0.50,1.14,0.29,-0.55,-0.34,-0.53,0.18,0.42,3.40,0.09,0.78,-0.30,0.39,0.89,-0.51,0.44,0.35,0.38,-1.04,0.38,0.09,-0.67,-0.19,0.12,-0.96,-0.64,1.24,0.38
secret; 1.0539,0.66,0.03,0.11,0.56,-0.01,-0.33,0.36,0.10,-0.40,-0.39,0.80,-0.47,0.84,0.74,-0.34,-0.47,0.01,0.38,0.51,0.66,0.29,0.49,0.13,-0.57,-2.11,-0.62,-2.0572e-03,0.51,-0.40,2.04,-0.96,-1.07,-0.92,-0.25,0.82,-0.26,-0.15,-0.49,-0.50,0.70,-0.42,0.33,0.26,0.17,-0.60,-0.24,0.17,-0.40,-0.61
treaty;0.1966,0.50,-1.17,-0.74,-0.41,0.65,0.15,-0.27,-0.30,-0.50,0.45,0.29,-0.21,-0.01,0.08,0.79,0.63,-0.88,0.19,0.69,0.29,-1.01,-0.14,-1.03,-0.40,-1.61,0.87,0.33,0.47,-0.09,1.81,-0.59,-2.17,-0.18,-0.49,-1.24,0.50,0.24,-0.90,0.55,-0.30,-1.47,1.35,-0.68,-0.98,1.23,-0.29,1.13,-0.93,-0.72
henry;0.27137,0.61,-0.52,-0.76,0.37,0.21,-1.08,0.16,-0.45,-0.77,-0.55,1.74,-0.70,-1.65,0.04,-0.16,0.10,-0.86,-0.71,-0.12,0.12,-0.14,-0.18,-0.83,0.21,-1.60,0.22,-1.07,-0.53,0.44,1.20,-0.94,-0.08,-0.39,0.70,-0.22,-0.04,0.79,0.19,-0.25,0.82,0.83,-0.63,-0.32,0.21,0.47,-0.41,-1.71,-0.26,0.57
bureau;-0.76875,-0.09,0.12,0.90,-0.04,-1.21,-0.56,-0.82,0.91,-1.74,0.22,-0.08,0.27,-0.15,0.35,-0.23,-0.72,-0.10,0.07,0.44,1.02,-0.43,0.22,-0.41,-0.09,-1.51,-0.42,-0.14,-0.83,-0.21,2.24,-0.55,0.26,-1.37,-0.73,0.10,-0.14,-0.05,0.96,1.08,-0.40,0.46,0.90,-0.42,-0.31,-0.72,-0.36,0.91,1.07,0.55
carolina;-1.1388,0.34,-0.12,0.34,-0.62,0.29,-1.73,0.56,0.24,-1.08,-0.77,-0.63,0.47,-0.96,-0.79,-0.40,-0.38,0.02,-0.82,0.16,-0.76,-0.03,0.10,-0.05,-0.21,-1.83,0.28,-0.12,0.06,-0.91,1.70,-0.09,-0.29,-0.88,0.72,-0.70,-0.49,0.46,0.62,-0.37,-0.59,-0.06,-3.0401e-03,-0.28,-0.58,1.10,-0.29,-0.53,-0.44,0.86
louis;0.12915,1.11,-0.71,-0.23,5.4254e-03,-0.10,-1.43,0.12,-0.69,-0.18,-9.453e-03,0.79,-1.04,-0.49,0.05,-0.95,-0.61,-0.89,-1.24,-0.17,-0.42,-0.37,-0.41,-0.50,-1.07,-1.34,-0.56,-0.43,0.41,-0.11,1.01,0.57,-0.15,-0.39,0.17,-0.63,0.17,1.13,0.66,1.26,0.30,0.60,0.14,-0.33,-0.18,1.25,-1.28,-0.96,2.4697e-03,1.00
picture;-0.24405,0.56,0.36,-0.15,0.97,-0.26,-0.54,-1.04,0.10,0.21,-0.33,0.14,-0.29,0.67,0.68,0.18,-0.30,-0.33,-3.1186e-03,-0.64,0.39,0.63,0.13,-0.31,0.49,-1.07,-1.75,0.83,0.14,-0.27,2.34,-0.15,0.25,-1.05,-0.25,0.32,0.04,0.05,-0.57,-1.42,0.16,0.32,-0.10,-0.71,-0.32,-0.07,0.38,-0.33,0.33,5.0977e-03
irish;-0.78095,0.04,-1.00,-0.85,0.24,1.29,-1.27,0.22,-0.70,-0.75,0.30,0.26,0.13,-0.27,0.26,-0.26,0.81,-0.15,-0.82,-0.13,0.27,0.25,-0.33,1.07,-0.09,-1.05,-0.49,-0.80,-0.82,0.91,2.27,0.03,0.01,0.53,0.16,0.12,-0.24,-1.16,-0.02,-0.72,0.51,0.33,-0.53,-0.21,-0.04,0.37,-0.71,0.44,0.29,-0.93
defeat;0.019324,-0.44,0.08,0.31,-0.16,0.35,0.35,1.55,-1.18,-0.16,-0.63,-0.27,-1.28,-0.83,-0.12,-0.33,0.51,-1.18,-1.28,0.61,-1.10,-0.71,0.15,-0.59,0.13,-1.82,-0.02,-0.62,0.40,0.29,2.07,1.09,-0.64,-0.37,-0.32,0.01,0.07,0.44,-0.54,-1.53,-0.09,-0.60,-0.42,-0.50,0.26,1.44,-0.57,-0.30,0.67,-0.57
embassy;0.83558,0.32,-0.01,0.24,0.74,-1.36,-0.35,0.64,-0.31,-1.11,0.04,-0.76,0.01,-0.13,0.59,0.28,-0.74,-0.02,-3.2564e-03,0.31,1.06,1.41,-0.76,0.05,-0.32,-1.63,0.92,0.51,-0.21,-0.34,1.89,-0.57,-0.46,-0.84,-0.06,0.40,0.75,-0.98,-0.68,0.80,0.52,0.23,1.47,-1.06,0.81,-0.04,-1.19,0.52,0.16,-0.93
swiss;0.43374,-0.02,-0.37,-0.16,0.20,0.57,-0.77,0.01,-0.56,-0.36,1.11,-0.52,-0.32,0.46,1.04,-0.22,0.16,-0.38,-0.59,4.2059e-03,0.29,-0.02,-1.13,0.23,-0.79,-1.57,-0.34,-0.17,-1.28,0.31,1.76,-0.10,4.2403e-03,0.88,-0.55,-0.81,-0.22,0.59,0.85,-0.42,0.63,-0.13,1.99,0.12,0.07,-0.47,-0.54,0.89,0.32,-0.95
trust;0.25246,0.55,-0.02,0.12,0.82,0.12,-0.13,-0.22,0.34,-0.38,-0.18,1.07,-0.20,-1.11,-0.53,0.70,0.77,0.47,0.52,0.56,1.13,0.63,-0.33,-0.75,-0.11,-1.35,-0.37,-0.53,-0.28,-0.44,2.53,0.47,0.23,-0.44,-0.52,-0.49,-0.31,-0.62,0.94,-0.68,-0.11,-1.31,0.07,0.52,-0.59,0.02,-1.28,0.47,0.57,0.09
kingdom;0.19044,-0.02,-0.74,0.15,0.24,0.06,0.02,0.23,0.20,-0.59,1.04,0.50,0.43,-0.73,0.16,1.03,0.04,-0.29,-0.48,1.29,0.76,-0.70,0.21,0.61,-0.03,-1.36,-1.30,-1.13,-0.16,0.54,2.49,0.02,0.05,0.26,-0.03,0.10,-0.16,-0.30,-1.28,0.16,0.09,0.15,0.05,-0.44,-1.13,0.96,-0.86,-1.07,-0.49,-1.35
iranian;-0.73825,0.42,0.67,-0.30,0.26,-0.77,0.38,0.63,-0.01,0.64,0.47,-0.79,0.20,0.88,-0.09,0.22,0.17,0.63,0.14,0.83,0.76,0.69,0.71,0.14,0.03,-2.56,-0.11,-0.17,-0.34,0.65,1.95,-0.51,-0.84,-0.19,0.24,0.17,-0.26,-0.34,-1.42,0.95,0.25,0.43,0.74,-0.63,0.84,-0.26,-1.04,1.78,-0.44,-1.47
c;-0.48882,0.48,0.45,0.89,0.84,0.25,0.58,-1.14,0.15,0.54,0.76,0.89,-0.41,-0.37,-0.43,0.48,-0.12,-0.62,-1.37,-0.14,4.0979e-03,0.35,1.36,0.25,-0.41,0.23,1.07,-0.68,-0.27,0.43,2.72,-0.35,0.58,0.94,1.20,-1.08,1.08,-0.12,0.52,0.48,0.91,0.41,0.23,0.30,-0.63,1.00,0.20,-0.51,0.38,0.84
airlines; 1.2959,-0.40,0.27,0.94,-0.78,-0.16,-1.02,0.11,0.69,-0.80,1.00,0.89,-0.15,1.00,-0.19,0.40,-1.53,0.55,-0.90,-0.79,0.60,9.987e-03,-0.62,0.19,-0.38,-1.74,-0.10,-0.14,0.09,0.21,2.21,1.45,0.23,1.28,0.44,-1.57,-0.49,-0.61,-0.45,0.79,-0.62,0.35,1.63,0.36,-1.04,0.25,-0.92,0.88,-0.06,0.29
youth;-0.93975,0.77,-0.83,-0.58,0.22,-0.20,-0.43,-0.19,-0.11,0.20,0.64,-0.56,-0.24,9.2597e-03,-0.06,-0.71,0.54,1.04,-0.26,0.61,-0.26,0.67,-0.09,1.20,-0.62,-1.05,-0.02,-0.72,-0.84,0.20,2.71,1.24,-0.37,-1.27,-0.44,0.60,-0.16,-0.35,-0.04,-0.55,-0.47,-0.79,-0.37,-0.20,0.72,-0.08,-0.52,-0.37,0.43,-0.13
transport; 1.0913,-0.06,0.30,0.01,-0.44,0.03,-0.53,-0.39,0.92,-1.18,1.29,0.78,0.05,0.52,-0.68,-5.8982e-03,0.28,0.66,-0.33,-0.71,1.26,-0.54,-0.58,0.09,-0.05,-0.63,0.90,-0.32,0.40,1.21,2.82,0.55,-0.06,-0.19,0.24,0.61,0.54,0.23,-0.06,1.75,0.17,0.27,0.96,-0.97,-0.05,-0.09,-1.04,0.26,1.07,0.13
